Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	FoldChange	BFDR	boosted_by
DrosophilaCicGFP	Q92667	AKAP1	12000	12000	12000.00	1	0	1.00	1.00	1.00	1.00	1.00	120000.00	0.00	
DrosophilaCicGFP	Q02952	AKAP12	34464	34464	34464.00	1	0	1.00	1.00	1.00	1.00	1.00	344640.00	0.00	
DrosophilaCicGFP	P13716	ALAD	62000	62000	62000.00	1	58928	0.00	0.00	0.00	0.00	0.00	1.05	0.00	
DrosophilaCicGFP	P54886	ALDH18A1	46464	46464	46464.00	1	44464	0.00	0.00	0.00	0.00	0.00	1.04	0.00	
DrosophilaCicGFP	P30837	ALDH1B1	24000	24000	24000.00	1	0	1.00	1.00	1.00	1.00	1.00	240000.00	0.00	
DrosophilaCicGFP	P05091	ALDH2	29000	29000	29000.00	1	38000	0.00	0.00	0.00	0.00	0.00	0.76	0.00	
DrosophilaCicGFP	P49419	ALDH7A1	32464	32464	32464.00	1	48928	0.00	0.00	0.00	0.00	0.00	0.66	0.00	
DrosophilaCicGFP	P49189	ALDH9A1	2928	2928	2928.00	1	55712	0.00	0.00	0.00	0.00	0.00	0.05	0.00	
DrosophilaCicGFP	P04075	ALDOA	12848	12848	12848.00	1	4272	1.00	1.00	1.00	1.00	1.00	3.01	0.00	
DrosophilaCicGFP	P09972	ALDOC	13392	13392	13392.00	1	30928	0.00	0.00	0.00	0.00	0.00	0.43	0.00	
DrosophilaCicGFP	Q6P6C2	ALKBH5	65000	65000	65000.00	1	6000	1.00	1.00	1.00	1.00	1.00	10.83	0.00	
DrosophilaCicGFP	Q86V81	ALYREF	14464	14464	14464.00	1	54000	0.00	0.00	0.00	0.00	0.00	0.27	0.00	
DrosophilaCicGFP	Q9Y4X0	AMMECR1	26000	26000	26000.00	1	0	1.00	1.00	1.00	1.00	1.00	260000.00	0.00	
DrosophilaCicGFP	Q9UJX3	ANAPC7	2400	2400	2400.00	1	0	1.00	1.00	1.00	1.00	1.00	24000.00	0.00	
DrosophilaCicGFP	O75179	ANKRD17	41000	41000	41000.00	1	0	1.00	1.00	1.00	1.00	1.00	410000.00	0.00	
DrosophilaCicGFP	P04083	ANXA1	42928	42928	42928.00	1	45032	0.00	0.00	0.00	0.00	0.00	0.95	0.00	
DrosophilaCicGFP	P50995	ANXA11	64000	64000	64000.00	1	8464	1.00	1.00	1.00	1.00	1.00	7.56	0.00	
DrosophilaCicGFP	P07355	ANXA2	11744	11744	11744.00	1	25728	0.00	0.00	0.00	0.00	0.00	0.46	0.00	
DrosophilaCicGFP	A6NMY6	ANXA2P2	8544	8544	8544.00	1	34048	0.00	0.00	0.00	0.00	0.00	0.25	0.00	
DrosophilaCicGFP	P09525	ANXA4	27000	27000	27000.00	1	58928	0.00	0.00	0.00	0.00	0.00	0.46	0.00	
DrosophilaCicGFP	P08758	ANXA5	37000	37000	37000.00	1	32104	0.00	0.00	0.00	0.00	0.00	1.15	0.00	
DrosophilaCicGFP	P20073	ANXA7	36464	36464	36464.00	1	19464	0.00	0.00	0.00	0.00	0.00	1.87	0.00	
DrosophilaCicGFP	P27695	APEX1	24000	24000	24000.00	1	34464	0.00	0.00	0.00	0.00	0.00	0.70	0.00	
DrosophilaCicGFP	Q9BZZ5	API5	28464	28464	28464.00	1	19000	0.00	0.00	0.00	0.00	0.00	1.50	0.00	
DrosophilaCicGFP	P48444	ARCN1	20392	20392	20392.00	1	54464	0.00	0.00	0.00	0.00	0.00	0.37	0.00	
DrosophilaCicGFP	P61204	ARF3	53392	53392	53392.00	1	28928	0.00	0.00	0.00	0.00	0.00	1.85	0.00	
DrosophilaCicGFP	P18085	ARF4	18464	18464	18464.00	1	34248	0.00	0.00	0.00	0.00	0.00	0.54	0.00	
DrosophilaCicGFP	Q68EM7	ARHGAP17	4600	4600	4600.00	1	0	1.00	1.00	1.00	1.00	1.00	46000.00	0.00	
DrosophilaCicGFP	P52565	ARHGDIA	43392	43392	43392.00	1	34320	0.00	0.00	0.00	0.00	0.00	1.26	0.00	
DrosophilaCicGFP	P40616	ARL1	12464	12464	12464.00	1	9464	0.00	0.00	0.00	0.00	0.00	1.32	0.00	
DrosophilaCicGFP	P08243	ASNS	21000	21000	21000.00	1	38928	0.00	0.00	0.00	0.00	0.00	0.54	0.00	
DrosophilaCicGFP	Q12797	ASPH	49000	49000	49000.00	1	0	1.00	1.00	1.00	1.00	1.00	490000.00	0.00	
DrosophilaCicGFP	Q53RT3	ASPRV1	3464	3464	3464.00	1	5888	0.00	0.00	0.00	0.00	0.00	0.59	0.00	
DrosophilaCicGFP	Q9NVI7	ATAD3A	10464	10464	10464.00	1	0	1.00	1.00	1.00	1.00	1.00	104640.00	0.00	
DrosophilaCicGFP	Q5T9A4	ATAD3B	48928	48928	48928.00	1	31248	0.00	0.00	0.00	0.00	0.00	1.57	0.00	
DrosophilaCicGFP	P05023	ATP1A1	51736	51736	51736.00	1	0	1.00	1.00	1.00	1.00	1.00	517360.00	0.00	
DrosophilaCicGFP	P16615	ATP2A2	31248	31248	31248.00	1	0	1.00	1.00	1.00	1.00	1.00	312480.00	0.00	
DrosophilaCicGFP	P20020	ATP2B1	31000	31000	31000.00	1	0	1.00	1.00	1.00	1.00	1.00	310000.00	0.00	
DrosophilaCicGFP	P25705	ATP5F1A	17120	17120	17120.00	1	50880	0.00	0.00	0.00	0.00	0.00	0.34	0.00	
DrosophilaCicGFP	P06576	ATP5F1B	37312	37312	37312.00	1	43376	0.00	0.00	0.00	0.00	0.00	0.86	0.00	
DrosophilaCicGFP	P36542	ATP5F1C	17856	17856	17856.00	1	1248	1.00	1.00	1.00	1.00	1.00	14.31	0.00	
DrosophilaCicGFP	P56134	ATP5MF	40000	40000	40000.00	1	13000	1.00	1.00	1.00	1.00	1.00	3.08	0.00	
DrosophilaCicGFP	Q8WWM7	ATXN2L	54464	54464	54464.00	1	0	1.00	1.00	1.00	1.00	1.00	544640.00	0.00	
DrosophilaCicGFP	P25311	AZGP1	44856	44856	44856.00	1	14640	1.00	1.00	1.00	1.00	1.00	3.06	0.00	
DrosophilaCicGFP	P46379	BAG6	55000	55000	55000.00	1	0	1.00	1.00	1.00	1.00	1.00	550000.00	0.00	
DrosophilaCicGFP	O75934	BCAS2	60000	60000	60000.00	1	36000	0.00	0.00	0.00	0.00	0.00	1.67	0.00	
DrosophilaCicGFP	Q9P287	BCCIP	14000	14000	14000.00	1	0	1.00	1.00	1.00	1.00	1.00	140000.00	0.00	
DrosophilaCicGFP	Q9NYF8	BCLAF1	33392	33392	33392.00	1	0	1.00	1.00	1.00	1.00	1.00	333920.00	0.00	
DrosophilaCicGFP	Q13867	BLMH	60352	60352	60352.00	1	34432	0.00	0.00	0.00	0.00	0.00	1.75	0.00	
DrosophilaCicGFP	O95696	BRD1	54464	54464	54464.00	1	0	1.00	1.00	1.00	1.00	1.00	544640.00	0.00	
DrosophilaCicGFP	P35613	BSG	43392	43392	43392.00	1	6464	1.00	1.00	1.00	1.00	1.00	6.71	0.00	
DrosophilaCicGFP	O43684	BUB3	52320	52320	52320.00	1	54464	0.00	0.00	0.00	0.00	0.00	0.96	0.00	
DrosophilaCicGFP	Q13895	BYSL	31000	31000	31000.00	1	25000	0.00	0.00	0.00	0.00	0.00	1.24	0.00	
DrosophilaCicGFP	Q9H0W9	C11orf54	47000	47000	47000.00	1	11464	1.00	1.00	1.00	1.00	1.00	4.10	0.00	
DrosophilaCicGFP	Q07021	C1QBP	34464	34464	34464.00	1	38000	0.00	0.00	0.00	0.00	0.00	0.91	0.00	
DrosophilaCicGFP	P00918	CA2	44464	44464	44464.00	1	56784	0.00	0.00	0.00	0.00	0.00	0.78	0.00	
DrosophilaCicGFP	P07451	CA3	34640	34640	34640.00	1	0	1.00	1.00	1.00	1.00	1.00	346400.00	0.00	
DrosophilaCicGFP	Q9HB71	CACYBP	48928	48928	48928.00	1	35712	0.00	0.00	0.00	0.00	0.00	1.37	0.00	
DrosophilaCicGFP	P27708	CAD	64992	64992	64992.00	1	23744	1.00	1.00	1.00	1.00	1.00	2.74	0.00	
DrosophilaCicGFP	P27797	CALR	33464	33464	33464.00	1	23392	0.00	0.00	0.00	0.00	0.00	1.43	0.00	
DrosophilaCicGFP	Q86VP6	CAND1	23464	23464	23464.00	1	47000	0.00	0.00	0.00	0.00	0.00	0.50	0.00	
DrosophilaCicGFP	P27824	CANX	57032	57032	57032.00	1	2496	1.00	1.00	1.00	1.00	1.00	22.85	0.00	
DrosophilaCicGFP	Q01518	CAP1	33392	33392	33392.00	1	53392	0.00	0.00	0.00	0.00	0.00	0.63	0.00	
DrosophilaCicGFP	P07384	CAPN1	47028	47028	47028.00	1	40320	0.00	0.00	0.00	0.00	0.00	1.17	0.00	
DrosophilaCicGFP	Q14444	CAPRIN1	51424	51424	51424.00	1	26464	0.00	0.00	0.00	0.00	0.00	1.94	0.00	
DrosophilaCicGFP	P52907	CAPZA1	48032	48032	48032.00	1	21424	0.00	0.00	0.00	0.00	0.00	2.24	0.00	
DrosophilaCicGFP	P47755	CAPZA2	32176	32176	32176.00	1	14640	0.00	0.00	0.00	0.00	0.00	2.20	0.00	
DrosophilaCicGFP	P47756	CAPZB	44816	44816	44816.00	1	48384	0.00	0.00	0.00	0.00	0.00	0.93	0.00	
DrosophilaCicGFP	P49589	CARS1	18928	18928	18928.00	1	0	1.00	1.00	1.00	1.00	1.00	189280.00	0.00	
DrosophilaCicGFP	P04040	CAT	57664	57664	57664.00	1	8000	1.00	1.00	1.00	1.00	1.00	7.21	0.00	
DrosophilaCicGFP	P16152	CBR1	15000	15000	15000.00	1	24000	0.00	0.00	0.00	0.00	0.00	0.62	0.00	
DrosophilaCicGFP	P35520	CBS	22320	22320	22320.00	1	37856	0.00	0.00	0.00	0.00	0.00	0.59	0.00	
DrosophilaCicGFP	Q8N163	CCAR2	1464	1464	1464.00	1	0	1.00	1.00	1.00	1.00	1.00	14640.00	0.00	
DrosophilaCicGFP	Q96A33	CCDC47	5712	5712	5712.00	1	0	1.00	1.00	1.00	1.00	1.00	57120.00	0.00	
DrosophilaCicGFP	P78371	CCT2	25712	25712	25712.00	1	54816	0.00	0.00	0.00	0.00	0.00	0.47	0.00	
DrosophilaCicGFP	P49368	CCT3	2848	2848	2848.00	1	32128	0.00	0.00	0.00	0.00	0.00	0.09	0.00	
DrosophilaCicGFP	P50991	CCT4	51424	51424	51424.00	1	54816	0.00	0.00	0.00	0.00	0.00	0.94	0.00	
DrosophilaCicGFP	P48643	CCT5	8928	8928	8928.00	1	4640	0.00	0.00	0.00	0.00	0.00	1.92	0.00	
DrosophilaCicGFP	P40227	CCT6A	10600	10600	10600.00	1	23744	0.00	0.00	0.00	0.00	0.00	0.45	0.00	
DrosophilaCicGFP	Q99832	CCT7	49104	49104	49104.00	1	27136	0.00	0.00	0.00	0.00	0.00	1.81	0.00	
DrosophilaCicGFP	P50990	CCT8	51424	51424	51424.00	1	50880	0.00	0.00	0.00	0.00	0.00	1.01	0.00	
DrosophilaCicGFP	P60953	CDC42	9400	9400	9400.00	1	8300	0.00	0.00	0.00	0.00	0.00	1.13	0.00	
DrosophilaCicGFP	Q99459	CDC5L	40176	40176	40176.00	1	47000	0.00	0.00	0.00	0.00	0.00	0.85	0.00	
DrosophilaCicGFP	P24941	CDK2	35000	35000	35000.00	1	14000	0.00	0.00	0.00	0.00	0.00	2.50	0.00	
DrosophilaCicGFP	Q15517	CDSN	32288	32288	32288.00	1	56768	0.00	0.00	0.00	0.00	0.00	0.57	0.00	
DrosophilaCicGFP	Q5SW79	CEP170	38000	38000	38000.00	1	0	1.00	1.00	1.00	1.00	1.00	380000.00	0.00	
DrosophilaCicGFP	P23528	CFL1	43568	43568	43568.00	1	6784	1.00	1.00	1.00	1.00	1.00	6.42	0.00	
DrosophilaCicGFP	Q12873	CHD3	26784	26784	26784.00	1	58392	0.00	0.00	0.00	0.00	0.00	0.46	0.00	
DrosophilaCicGFP	Q96RK0	CIC	14464	14464	14464.00	1	0	1.00	1.00	1.00	1.00	1.00	144640.00	0.00	
DrosophilaCicGFP	Q07065	CKAP4	48928	48928	48928.00	1	36000	0.00	0.00	0.00	0.00	0.00	1.36	0.00	
DrosophilaCicGFP	Q14008	CKAP5	38928	38928	38928.00	1	0	1.00	1.00	1.00	1.00	1.00	389280.00	0.00	
DrosophilaCicGFP	P12277	CKB	19888	19888	19888.00	1	44992	0.00	0.00	0.00	0.00	0.00	0.44	0.00	
DrosophilaCicGFP	P12532	CKMT1	15464	15464	15464.00	1	2320	1.00	1.00	1.00	1.00	1.00	6.67	0.00	
DrosophilaCicGFP	O00299	CLIC1	25000	25000	25000.00	1	3392	1.00	1.00	1.00	1.00	1.00	7.37	0.00	
DrosophilaCicGFP	Q00610	CLTC	22656	22656	22656.00	1	59440	0.00	0.00	0.00	0.00	0.00	0.38	0.00	
DrosophilaCicGFP	P53675	CLTCL1	54816	54816	54816.00	1	5712	1.00	1.00	1.00	1.00	1.00	9.60	0.00	
DrosophilaCicGFP	Q99439	CNN2	43392	43392	43392.00	1	0	1.00	1.00	1.00	1.00	1.00	433920.00	0.00	
DrosophilaCicGFP	A5YKK6	CNOT1	27464	27464	27464.00	1	0	1.00	1.00	1.00	1.00	1.00	274640.00	0.00	
DrosophilaCicGFP	Q13057	COASY	14000	14000	14000.00	1	13000	0.00	0.00	0.00	0.00	0.00	1.08	0.00	
DrosophilaCicGFP	A8TX70	COL6A5	59104	59104	59104.00	1	0	1.00	1.00	1.00	1.00	1.00	591040.00	0.00	
DrosophilaCicGFP	P53621	COPA	13392	13392	13392.00	1	18928	0.00	0.00	0.00	0.00	0.00	0.71	0.00	
DrosophilaCicGFP	P53618	COPB1	19464	19464	19464.00	1	0	1.00	1.00	1.00	1.00	1.00	194640.00	0.00	
DrosophilaCicGFP	P35606	COPB2	29464	29464	29464.00	1	43392	0.00	0.00	0.00	0.00	0.00	0.68	0.00	
DrosophilaCicGFP	O14579	COPE	29000	29000	29000.00	1	0	1.00	1.00	1.00	1.00	1.00	290000.00	0.00	
DrosophilaCicGFP	Q9UBF2	COPG2	13000	13000	13000.00	1	0	1.00	1.00	1.00	1.00	1.00	130000.00	0.00	
DrosophilaCicGFP	Q9UI42	CPA4	6784	6784	6784.00	1	47312	0.00	0.00	0.00	0.00	0.00	0.14	0.00	
DrosophilaCicGFP	O75131	CPNE3	37392	37392	37392.00	1	36784	0.00	0.00	0.00	0.00	0.00	1.02	0.00	
DrosophilaCicGFP	P36551	CPOX	51000	51000	51000.00	1	27000	0.00	0.00	0.00	0.00	0.00	1.89	0.00	
DrosophilaCicGFP	Q16630	CPSF6	44000	44000	44000.00	1	43000	0.00	0.00	0.00	0.00	0.00	1.02	0.00	
DrosophilaCicGFP	P46109	CRKL	26048	26048	26048.00	1	57664	0.00	0.00	0.00	0.00	0.00	0.45	0.00	
DrosophilaCicGFP	P41240	CSK	23464	23464	23464.00	1	18928	0.00	0.00	0.00	0.00	0.00	1.24	0.00	
DrosophilaCicGFP	P68400	CSNK2A1	16464	16464	16464.00	1	44464	0.00	0.00	0.00	0.00	0.00	0.37	0.00	
DrosophilaCicGFP	Q16527	CSRP2	16784	16784	16784.00	1	28464	0.00	0.00	0.00	0.00	0.00	0.59	0.00	
DrosophilaCicGFP	P04080	CSTB	31248	31248	31248.00	1	51248	0.00	0.00	0.00	0.00	0.00	0.61	0.00	
DrosophilaCicGFP	P17812	CTPS1	16960	16960	16960.00	1	33856	0.00	0.00	0.00	0.00	0.00	0.50	0.00	
DrosophilaCicGFP	Q9NRF8	CTPS2	64464	64464	64464.00	1	54464	0.00	0.00	0.00	0.00	0.00	1.18	0.00	
DrosophilaCicGFP	Q13619	CUL4A	17000	17000	17000.00	1	0	1.00	1.00	1.00	1.00	1.00	170000.00	0.00	
DrosophilaCicGFP	Q7L576	CYFIP1	24000	24000	24000.00	1	0	1.00	1.00	1.00	1.00	1.00	240000.00	0.00	
DrosophilaCicGFP	P51398	DAP3	52000	52000	52000.00	1	37856	0.00	0.00	0.00	0.00	0.00	1.37	0.00	
DrosophilaCicGFP	P14868	DARS1	61056	61056	61056.00	1	36768	0.00	0.00	0.00	0.00	0.00	1.66	0.00	
DrosophilaCicGFP	P61962	DCAF7	13464	13464	13464.00	1	14000	0.00	0.00	0.00	0.00	0.00	0.96	0.00	
DrosophilaCicGFP	Q14203	DCTN1	14464	14464	14464.00	1	0	1.00	1.00	1.00	1.00	1.00	144640.00	0.00	
DrosophilaCicGFP	Q13561	DCTN2	34464	34464	34464.00	1	28928	0.00	0.00	0.00	0.00	0.00	1.19	0.00	
DrosophilaCicGFP	Q16531	DDB1	17856	17856	17856.00	1	63392	0.00	0.00	0.00	0.00	0.00	0.28	0.00	
DrosophilaCicGFP	P39656	DDOST	20104	20104	20104.00	1	23392	0.00	0.00	0.00	0.00	0.00	0.86	0.00	
DrosophilaCicGFP	Q92499	DDX1	58928	58928	58928.00	1	48928	0.00	0.00	0.00	0.00	0.00	1.20	0.00	
DrosophilaCicGFP	Q92841	DDX17	43392	43392	43392.00	1	44464	0.00	0.00	0.00	0.00	0.00	0.98	0.00	
DrosophilaCicGFP	Q9UHI6	DDX20	18928	18928	18928.00	1	0	1.00	1.00	1.00	1.00	1.00	189280.00	0.00	
DrosophilaCicGFP	Q9NR30	DDX21	6208	6208	6208.00	1	61424	0.00	0.00	0.00	0.00	0.00	0.10	0.00	
DrosophilaCicGFP	Q9BUQ8	DDX23	37000	37000	37000.00	1	0	1.00	1.00	1.00	1.00	1.00	370000.00	0.00	
DrosophilaCicGFP	Q9GZR7	DDX24	35000	35000	35000.00	1	0	1.00	1.00	1.00	1.00	1.00	350000.00	0.00	
DrosophilaCicGFP	O00148	DDX39A	46784	46784	46784.00	1	16784	1.00	1.00	1.00	1.00	1.00	2.79	0.00	
DrosophilaCicGFP	Q13838	DDX39B	54464	54464	54464.00	1	55000	0.00	0.00	0.00	0.00	0.00	0.99	0.00	
DrosophilaCicGFP	O00571	DDX3X	31424	31424	31424.00	1	40176	0.00	0.00	0.00	0.00	0.00	0.78	0.00	
DrosophilaCicGFP	Q86XP3	DDX42	64464	64464	64464.00	1	0	1.00	1.00	1.00	1.00	1.00	644640.00	0.00	
DrosophilaCicGFP	Q7L014	DDX46	39464	39464	39464.00	1	0	1.00	1.00	1.00	1.00	1.00	394640.00	0.00	
DrosophilaCicGFP	Q9H0S4	DDX47	42000	42000	42000.00	1	9464	1.00	1.00	1.00	1.00	1.00	4.44	0.00	
DrosophilaCicGFP	P17844	DDX5	39808	39808	39808.00	1	52672	0.00	0.00	0.00	0.00	0.00	0.76	0.00	
DrosophilaCicGFP	Q9BQ39	DDX50	53392	53392	53392.00	1	0	1.00	1.00	1.00	1.00	1.00	533920.00	0.00	
DrosophilaCicGFP	Q9Y2R4	DDX52	24000	24000	24000.00	1	0	1.00	1.00	1.00	1.00	1.00	240000.00	0.00	
DrosophilaCicGFP	P26196	DDX6	63392	63392	63392.00	1	53392	0.00	0.00	0.00	0.00	0.00	1.19	0.00	
DrosophilaCicGFP	P35659	DEK	48928	48928	48928.00	1	19000	1.00	1.00	1.00	1.00	1.00	2.58	0.00	
DrosophilaCicGFP	Q8WYQ5	DGCR8	8300	8300	8300.00	1	0	1.00	1.00	1.00	1.00	1.00	83000.00	0.00	
DrosophilaCicGFP	Q9UBM7	DHCR7	63000	63000	63000.00	1	47000	0.00	0.00	0.00	0.00	0.00	1.34	0.00	
DrosophilaCicGFP	O43143	DHX15	9496	9496	9496.00	1	15712	0.00	0.00	0.00	0.00	0.00	0.60	0.00	
DrosophilaCicGFP	Q7L2E3	DHX30	9104	9104	9104.00	1	8928	0.00	0.00	0.00	0.00	0.00	1.02	0.00	
DrosophilaCicGFP	Q9H2U1	DHX36	35000	35000	35000.00	1	0	1.00	1.00	1.00	1.00	1.00	350000.00	0.00	
DrosophilaCicGFP	Q8IY37	DHX37	18000	18000	18000.00	1	0	1.00	1.00	1.00	1.00	1.00	180000.00	0.00	
DrosophilaCicGFP	Q8IX18	DHX40	6800	6800	6800.00	1	0	1.00	1.00	1.00	1.00	1.00	68000.00	0.00	
DrosophilaCicGFP	Q08211	DHX9	46944	46944	46944.00	1	18720	0.00	0.00	0.00	0.00	0.00	2.51	0.00	
DrosophilaCicGFP	O60610	DIAPH1	52000	52000	52000.00	1	0	1.00	1.00	1.00	1.00	1.00	520000.00	0.00	
DrosophilaCicGFP	Q9UPY3	DICER1	9500	9500	9500.00	1	0	1.00	1.00	1.00	1.00	1.00	95000.00	0.00	
DrosophilaCicGFP	Q9UNQ2	DIMT1	3392	3392	3392.00	1	41000	0.00	0.00	0.00	0.00	0.00	0.08	0.00	
DrosophilaCicGFP	Q9Y2L1	DIS3	17000	17000	17000.00	1	0	1.00	1.00	1.00	1.00	1.00	170000.00	0.00	
DrosophilaCicGFP	O60832	DKC1	28000	28000	28000.00	1	0	1.00	1.00	1.00	1.00	1.00	280000.00	0.00	
DrosophilaCicGFP	P10515	DLAT	45960	45960	45960.00	1	56104	0.00	0.00	0.00	0.00	0.00	0.82	0.00	
DrosophilaCicGFP	P09622	DLD	25248	25248	25248.00	1	17856	0.00	0.00	0.00	0.00	0.00	1.41	0.00	
DrosophilaCicGFP	P36957	DLST	11464	11464	11464.00	1	13392	0.00	0.00	0.00	0.00	0.00	0.86	0.00	
DrosophilaCicGFP	Q9UGM3	DMBT1	8928	8928	8928.00	1	5712	0.00	0.00	0.00	0.00	0.00	1.56	0.00	
DrosophilaCicGFP	P31689	DNAJA1	44464	44464	44464.00	1	17464	1.00	1.00	1.00	1.00	1.00	2.55	0.00	
DrosophilaCicGFP	O60884	DNAJA2	24000	24000	24000.00	1	0	1.00	1.00	1.00	1.00	1.00	240000.00	0.00	
DrosophilaCicGFP	P25685	DNAJB1	26000	26000	26000.00	1	27000	0.00	0.00	0.00	0.00	0.00	0.96	0.00	
DrosophilaCicGFP	Q8IXB1	DNAJC10	5888	5888	5888.00	1	57104	0.00	0.00	0.00	0.00	0.00	0.10	0.00	
DrosophilaCicGFP	O75165	DNAJC13	18000	18000	18000.00	1	0	1.00	1.00	1.00	1.00	1.00	180000.00	0.00	
DrosophilaCicGFP	Q99543	DNAJC2	5200	5200	5200.00	1	0	1.00	1.00	1.00	1.00	1.00	52000.00	0.00	
DrosophilaCicGFP	Q99615	DNAJC7	13392	13392	13392.00	1	38928	0.00	0.00	0.00	0.00	0.00	0.34	0.00	
DrosophilaCicGFP	Q8WXX5	DNAJC9	32000	32000	32000.00	1	37856	0.00	0.00	0.00	0.00	0.00	0.85	0.00	
DrosophilaCicGFP	Q9ULA0	DNPEP	8928	8928	8928.00	1	53392	0.00	0.00	0.00	0.00	0.00	0.17	0.00	
DrosophilaCicGFP	O60762	DPM1	48928	48928	48928.00	1	54464	0.00	0.00	0.00	0.00	0.00	0.90	0.00	
DrosophilaCicGFP	E5RG28	DPYS	31000	31000	31000.00	1	0	1.00	1.00	1.00	1.00	1.00	310000.00	0.00	
DrosophilaCicGFP	Q9Y295	DRG1	34464	34464	34464.00	1	13392	1.00	1.00	1.00	1.00	1.00	2.57	0.00	
DrosophilaCicGFP	P60981	DSTN	20464	20464	20464.00	1	51000	0.00	0.00	0.00	0.00	0.00	0.40	0.00	
DrosophilaCicGFP	P33316	DUT	28928	28928	28928.00	1	64000	0.00	0.00	0.00	0.00	0.00	0.45	0.00	
DrosophilaCicGFP	Q14204	DYNC1H1	35712	35712	35712.00	1	38032	0.00	0.00	0.00	0.00	0.00	0.94	0.00	
DrosophilaCicGFP	Q13409	DYNC1I2	38000	38000	38000.00	1	0	1.00	1.00	1.00	1.00	1.00	380000.00	0.00	
DrosophilaCicGFP	P30084	ECHS1	38000	38000	38000.00	1	33000	0.00	0.00	0.00	0.00	0.00	1.15	0.00	
DrosophilaCicGFP	Q16610	ECM1	13856	13856	13856.00	1	14568	0.00	0.00	0.00	0.00	0.00	0.95	0.00	
DrosophilaCicGFP	Q6P2E9	EDC4	38000	38000	38000.00	1	0	1.00	1.00	1.00	1.00	1.00	380000.00	0.00	
DrosophilaCicGFP	P68104	EEF1A1	352	352	352.00	1	6624	0.00	0.00	0.00	0.00	0.00	0.05	0.00	
